frame,reward_tracking_lin_vel,reward_tracking_ang_vel,reward_tracking_height,cost_lin_vel_z,cost_ang_vel_xy,cost_joint_velocity,cost_action_nn,cost_action_rate,cost_feet_slip,cost_leg_base_angle,cost_delta_com_feet_velocity,cost_orientation
39,0.002879122393408565,0.48875381616111857,0.9999928395968986,-3.6037297166949436e-06,-0.0038216135017960645,-5.9873047020294336e-05,-0.0042534396052360535,-6.899927029735409e-07,-2.2107392159105786e-07,-7.660327281007904e-06,-0.003140941380077784,-0.01661770078815005
40,0.0029202568540864942,0.4883025300379085,0.9999934908197022,-3.053420321837654e-06,-0.003843445429048396,-6.088091462855002e-05,-0.00421480368822813,-6.247474857445923e-07,-2.5922533667051863e-07,-7.464780311255786e-06,-0.0031903113949232178,-0.017765152024997066
41,0.0029629624161517107,0.48787114857298736,0.9999940598977732,-2.5708525683896327e-06,-0.003859231815482023,-6.182258801628629e-05,-0.00416912604123354,-7.256701906044327e-07,-3.0205135313013144e-07,-7.264914896469351e-06,-0.0032352871989785145,-0.018952877871574493
42,0.003007308770267496,0.48746004934597975,0.9999945564344142,-2.150329251232249e-06,-0.003868884114689829,-6.270039125984403e-05,-0.004120537545531988,-7.205958922895661e-07,-3.493907466751515e-07,-7.061486113770862e-06,-0.003275939352432872,-0.020180086570393087
43,0.0030533811912623506,0.48707033702594604,0.9999949889653778,-1.7862343772426786e-06,-0.0038724270604087153,-6.351588654028777e-05,-0.004068034701049328,-7.707596410000406e-07,-4.011929935664436e-07,-6.855220459083225e-06,-0.0033122929900933685,-0.021445874282034406
44,0.003101253726249541,0.4867028093626701,0.9999953650537619,-1.4730253879455886e-06,-0.0038699183365255765,-6.427000683611444e-05,-0.004011637531220913,-8.291771109725232e-07,-4.5742514090222285e-07,-6.646788675436303e-06,-0.003344379017086089,-0.022749226445043576
45,0.003150999835513256,0.486358148337429,0.9999956913798091,-1.2054516513466222e-06,-0.00386143076626829,-6.496393152692982e-05,-0.003951256163418293,-8.989758839561546e-07,-5.180513866133267e-07,-6.43681401059728e-06,-0.0033722508576974493,-0.02408901948844154
46,0.0032026977722372503,0.4860369375987415,0.9999959738339739,-9.785195623107131e-07,-0.0038470519301729376,-6.559877802978298e-05,-0.003886985592544079,-9.744634326125379e-07,-5.830256467465979e-07,-6.225876202755564e-06,-0.003395968915474971,-0.02546402371384227
47,0.003256428659613323,0.4857397218285752,0.9999962176012721,-7.875326112485955e-07,-0.0038268927478601446,-6.617549076456069e-05,-0.003818840254098177,-1.060981389855442e-06,-6.522822543477314e-07,-6.014516660051205e-06,-0.0034155939487564404,-0.02687290622636667
48,0.003312276143199042,0.48546693738756225,0.9999964272399701,-6.281096812717114e-07,-0.0038010730945068675,-6.669542340902924e-05,-0.003746958216652274,-1.1555100627447246e-06,-7.257543478554483e-07,-5.8032416372223884e-06,-0.0034312155551393625,-0.02831423406042346
49,0.0033703300744489977,0.48521890549093644,0.999996606750772,-4.961548314948677e-07,-0.003769733850172207,-6.71594035316859e-05,-0.0036714866291731596,-1.2575389973790152e-06,-8.033437705968931e-07,-5.592523113337498e-06,-0.0034429037827327113,-0.029786477903307546
50,0.0034306802337115416,0.4849958467420522,0.9999967596425465,-3.879451377720048e-07,-0.00373302627557916,-6.756844443535884e-05,-0.0035925614647567272,-1.3674912224814761e-06,-8.850058031752274e-07,-5.382802343896164e-06,-0.0034507458053567855,-0.03128801609701699
51,0.0034934218030856063,0.4847978992252141,0.9999968889947044,-3.0009086107682846e-07,-0.003691120890592821,-6.80703799064567e-05,-0.003510457696393132,-1.4773621614949661e-06,-9.721073410553975e-07,-5.1743792486290084e-06,-0.003462069522641968,-0.03281716518743553
52,0.0035598145654531137,0.48456605859727453,0.9999969969278223,-2.237581742693124e-07,-0.0036443319660375666,-6.866687377229715e-05,-0.003430580487474799,-1.4439530104937148e-06,-1.0656073640738736e-06,-4.967402642814242e-06,-0.003476702733344841,-0.034372215765326425
53,0.0036299774678502567,0.4842995124484053,0.9999970847211216,-1.589495501693553e-07,-0.003593152084321817,-6.935922254542924e-05,-0.0033534211106598377,-1.4410024959943257e-06,-1.1664652789092672e-06,-4.7619627173940826e-06,-0.003494705958870313,-0.03595142706839454
54,0.003704053176743098,0.48399580580553586,0.9999971534600621,-1.0548899690477688e-07,-0.0035378843558081124,-7.015161912275546e-05,-0.003284970996901393,-1.1953386547247646e-06,-1.2754912755593337e-06,-4.558128433432834e-06,-0.0035162145454533133,-0.03755309089220743
55,0.003782182548379037,0.48365484729304553,0.9999972040582958,-6.331050193268475e-08,-0.0034794838732873333,-7.104503199617683e-05,-0.003220170270651579,-1.1371720347597147e-06,-1.3936367870373332e-06,-4.355969950826368e-06,-0.0035412938119139714,-0.03917554219134081
56,0.003864530876591472,0.4832739495982905,0.9999972372637871,-3.20908377002315e-08,-0.0034182012864767716,-7.10972381395222e-05,-0.0031587183475494385,-1.0976469866363914e-06,-1.4993170681767915e-06,-4.1562289142881926e-06,-0.0035232603939669553,-0.04081729280421414
57,0.003942873729665205,0.4832161461744979,0.9999972573163816,-2.0954695675122677e-08,-0.0033564087080865273,-7.139431076941159e-05,-0.0030541932210326195,-2.168037826777436e-05,-1.6393066812086508e-06,-3.959597987786149e-06,-0.0035171859257204356,-0.042476695614037184
58,0.004026761301226867,0.4830828827454677,0.9999972689833599,-1.3744478950400634e-08,-0.003291008047356399,-7.145690475165531e-05,-0.002999326214194298,-2.2327119495457737e-06,-1.7406246164809477e-06,-3.766561615910784e-06,-0.003500175198516828,-0.04415219930750579
59,0.004112617314641363,0.48300161244416967,0.9999972739604934,-1.034071122490873e-08,-0.0032257881503889962,-7.134826665829151e-05,-0.0028993745800107718,-1.6901549315662123e-05,-1.8564146513742154e-06,-3.5774791562940054e-06,-0.0034757444502446513,-0.04584244585443532
60,0.004200179730250383,0.48294075930874014,0.9999972730996746,-7.695846685175597e-09,-0.0031592444473116064,-7.119301193255929e-05,-0.00276108062826097,-5.149304342921823e-06,-1.977261544893532e-06,-3.392383756107946e-06,-0.0034498130872516707,-0.04754522005410329
61,0.00429155758613799,0.48293828622878365,0.9999972667409668,-5.823562477494474e-09,-0.003086861772165424,-7.095285028697616e-05,-0.002631246345117688,-1.2097307262592949e-05,-2.096789249410315e-06,-3.2116653957430233e-06,-0.003418853592064432,-0.04925655248770623
62,0.004387831193529701,0.48298001163841886,0.9999972550686527,-3.801789498494875e-09,-0.0030006125851119486,-7.067693987754218e-05,-0.0025235151406377554,-3.333453605591785e-06,-2.2175918238471234e-06,-3.035705896884189e-06,-0.0033828257147508925,-0.050972605072021754
63,0.004488038945346438,0.48304961498385196,0.9999972383507021,-2.611724235834029e-09,-0.0029115567212333235,-7.03667637498351e-05,-0.002413562498986721,-3.629581215136568e-06,-2.3388736507088125e-06,-2.8646576057663566e-06,-0.003344612396811096,-0.052690864338534586
64,0.004592362563643554,0.48314597146931415,0.9999972173881513,-1.9782709669384007e-09,-0.00281990023753745,-7.002067425183984e-05,-0.0023045993875712156,-3.7153488392505096e-06,-2.460007473244034e-06,-2.6986314264549407e-06,-0.003304207839187144,-0.05440876649854036
65,0.004700967054631006,0.48326648218388296,0.9999971929283401,-1.7203446820465716e-09,-0.0027258576450435498,-6.963779056981524e-05,-0.002197426976636052,-3.7615343444485916e-06,-2.5804901001288504e-06,-2.5377224268741987e-06,-0.003261628566475178,-0.056123720509315855
66,0.004814016848421851,0.48340887820824757,0.9999971656595666,-1.7516488667320724e-09,-0.0026297659313298852,-6.92181126549164e-05,-0.0020909891463816166,-3.924353222828358e-06,-2.7000008180370257e-06,-2.3820078421096557e-06,-0.0032169484289274906,-0.057833118033572536
67,0.004931690392816662,0.4835704874967736,0.9999971362192202,-2.0570605826302652e-09,-0.002531876524158868,-6.876203091927263e-05,-0.0019859038293361664,-4.043703029310564e-06,-2.818155186887813e-06,-2.231547647495394e-06,-0.003170250957822011,-0.05953432999531316
68,0.005054180365579479,0.4837490674754933,0.9999971052004827,-2.67962914497267e-09,-0.002432472097404239,-6.82702882963561e-05,-0.0018824442522600293,-4.154175712756114e-06,-2.9345984293777453e-06,-2.0863904558094648e-06,-0.0031216291276717897,-0.06122471766222121
69,0.0051816894088248765,0.4839425114783932,0.9999970731556558,-3.702504008823055e-09,-0.0023318400489710485,-6.774318592108656e-05,-0.0017808955162763596,-4.251564405421959e-06,-3.0489675365042225e-06,-1.9465728411129868e-06,-0.0030711545873162876,-0.0629016386733649
70,0.005314424308215611,0.4841488200289791,0.9999970405969538,-5.2405427803457555e-09,-0.0022302667344187756,-6.722106394735337e-05,-0.0016814806731417775,-4.342707143223379e-06,-3.201901308728168e-06,-1.8121104074525188e-06,-0.0030191222647647205,-0.06456213003477454
71,0.0054523156884822704,0.4843642058729537,0.9999970078565853,-6.435247314049944e-09,-0.0021263149103921282,-6.707571388315702e-05,-0.0016095973551273346,-7.032488065306097e-05,-3.453720150076434e-06,-1.6828313330439753e-06,-0.00298230047091801,-0.06620304160149199
72,0.005600237290349507,0.484479771837458,0.9999969765816424,-1.0345885650941725e-08,-0.0020214415850070035,-6.704141960812435e-05,-0.0015799005050212145,-6.065381967346184e-06,-3.7368071146693734e-06,-1.5585139135533422e-06,-0.0029501871067941113,-0.06782142644935787
73,0.005755985620489459,0.4845016745617451,0.9999969487448912,-1.613414580340665e-08,-0.0019157144670830606,-6.66640234177345e-05,-0.0015754852211102843,-3.741304317372851e-05,-3.7268284298129443e-06,-1.4391779215373295e-06,-0.0029047516917414967,-0.06941937067091977
74,0.005911369998361842,0.4845567346190128,0.9999969256899017,-2.9502490494405213e-08,-0.0018335617981734274,-6.597594125848213e-05,-0.0014330613194033504,-5.425847848528065e-05,-3.7718995727935674e-06,-1.3249292859022382e-06,-0.0028526612384612675,-0.0709983792308576
75,0.006070978547461564,0.4846592586316907,0.9999969068401879,-4.098260421950736e-08,-0.0017461312925580827,-6.52435248357896e-05,-0.0012940163724124432,-1.1499932043079752e-05,-3.847654829106059e-06,-1.215795060181601e-06,-0.0027972392573494403,-0.07255419161052085
76,0.006237749919599807,0.48481278153171187,0.9999968904930223,-5.30451049003668e-08,-0.001654911593574207,-6.439345221412756e-05,-0.0011601925361901522,-3.5578090319177136e-05,-3.922406449291668e-06,-1.1119358075328948e-06,-0.00273597723102041,-0.07408070908286228
77,0.006413916549051304,0.48501141602266795,0.9999968755206793,-6.069566218456085e-08,-0.001551440977879315,-6.35225143831333e-05,-0.0010816175490617752,-4.63970354758203e-06,-4.002888147358091e-06,-1.0134989592084968e-06,-0.0026694962904424903,-0.07557263730525356
78,0.006597282729686286,0.485224313292161,0.9999968611280937,-6.963508533928357e-08,-0.0014496277106104199,-6.26301058860486e-05,-0.0010052901925519109,-4.6534687498933636e-06,-4.0832701013977195e-06,-9.204282170570593e-07,-0.0026021998663242688,-0.07702765603049871
79,0.006788154726397559,0.48545170636954543,0.99999684762452,-8.007346384052999e-08,-0.0013498302710946595,-6.171255797328603e-05,-0.0009323169942945242,-4.6803447730781045e-06,-4.1605163510661015e-06,-8.326451514207831e-07,-0.002534041131188654,-0.07844347560643228
80,0.00698685081236777,0.4856887847970449,0.999996835296912,-9.200951155784345e-08,-0.00125205665671252,-6.076684787617523e-05,-0.0008636728161945939,-4.513794010563288e-06,-4.232665618219015e-06,-7.500601766486996e-07,-0.0024649371661230116,-0.07981780504781058
81,0.007193682573649062,0.4859326855186631,0.9999968243789411,-1.0546871295915674e-07,-0.0011565313804153138,-5.979180414013993e-05,-0.0007985379197634757,-4.553241069515934e-06,-4.29883018791839e-06,-6.725753887048018e-07,-0.0023948993192206983,-0.08114838631844007
82,0.007408987763760484,0.48617974566453787,0.9999968150610301,-1.2045062817086237e-07,-0.0010633997910211327,-5.878703348126241e-05,-0.0007371524698100984,-4.50048310085549e-06,-4.358293293873105e-06,-6.000846431597272e-07,-0.002323968790876407,-0.08243299740603677
83,0.007633121146050766,0.48642752346695345,0.9999968074983411,-1.3697288530390346e-07,-0.0009728877638024891,-5.775272207740596e-05,-0.0006795766530558467,-4.433842150319833e-06,-4.410687437364222e-06,-5.324779339675806e-07,-0.0022522058861379132,-0.08366947801922733
84,0.007866451120444618,0.4866738583052098,0.9999968018151516,-1.5499108259489535e-07,-0.000885211819142867,-5.666592685124923e-05,-0.0006260508671402931,-4.36557684224681e-06,-4.470437158997616e-06,-4.6964192826852296e-07,-0.002179598961008689,-0.084855976844496
85,0.008109653676651585,0.4869181523185805,0.9999967982102955,-1.776719011380009e-07,-0.0008012821728130655,-5.5419968796423156e-05,-0.0005624884506687522,-2.557754487497732e-05,-4.48738511229569e-06,-4.1147229685203604e-07,-0.0021008344609455493,-0.08598989430878543
86,0.008360502521293299,0.48719336275547936,0.9999967958771372,-1.9157346627074555e-07,-0.0007182846391295188,-5.4306258064112754e-05,-0.0005093012005090714,-2.6749123207991943e-05,-4.508143941067405e-06,-3.5783209885452703e-07,-0.0020266681196603946,-0.08706850712669448
87,0.0086242502113485,0.4874580690347666,0.9999967947244329,-2.1256794558186932e-07,-0.0006392989147466546,-5.310750330028009e-05,-0.00046741534606553614,-1.2207432519062422e-05,-4.513178517970233e-06,-3.0863083152987e-07,-0.001950072997518383,-0.08808884159569845
88,0.008900109461956065,0.4877159528127183,0.9999967951109633,-2.291618517977656e-07,-0.0005613221284113155,-5.193785901262232e-05,-0.00044942725799046457,-1.5967030776664615e-05,-4.522681097903826e-06,-2.637389594483348e-07,-0.0018734025373251478,-0.08904976976126196
89,0.009185284776962966,0.4879426120858153,0.9999967972155892,-2.5456903551285106e-07,-0.0004918542489277424,-5.073700304429404e-05,-0.0004142151155974716,-3.829375145869562e-06,-4.5247465428769e-06,-2.229651649505252e-07,-0.0017984603328413448,-0.08995155273826298
90,0.009482182769041165,0.48815845064624974,0.9999968016962012,-2.8112945350016634e-07,-0.00042642492022068303,-4.950436222915017e-05,-0.00038380673504434526,-3.7955460356897675e-06,-4.518871417769448e-06,-1.86165887903541e-07,-0.0017230378213354148,-0.09079259425611513
91,0.009791261257054136,0.48836007821162514,0.9999968084767417,-3.08461998542776e-07,-0.0003651406168229555,-4.824081860774811e-05,-0.0003569354594219476,-3.577626102924114e-06,-4.5045145308988364e-06,-1.5319711800269176e-07,-0.0016472143649354611,-0.09157139927537722
92,0.010112978683914869,0.4885485718897022,0.9999968174451848,-3.36440701627802e-07,-0.00030826933961341233,-4.694853810823455e-05,-0.00033367646392434835,-3.5264010875835083e-06,-4.481722195209995e-06,-1.2391248667844345e-07,-0.0015711497341706511,-0.09228661140872133
93,0.010447855555643993,0.4887230805118969,0.9999968284806803,-3.6489501607914365e-07,-0.00025596507281873605,-4.5629011348266e-05,-0.00031381711596623063,-3.345558980072383e-06,-4.450266733669638e-06,-9.816301253339787e-08,-0.0014949710429010853,-0.09293700201579796
94,0.010796412431886884,0.48888424042912293,0.9999968414532946,-3.936609603126512e-07,-0.00020843396024855076,-4.428348131373717e-05,-0.00029745156643912196,-3.223243311367696e-06,-4.4101249614432444e-06,-7.579818371299099e-08,-0.0014187996364160179,-0.09352149570795185
95,0.011159185255709385,0.48903209669176656,0.9999968562274045,-4.225830567043487e-07,-0.00016583827407095708,-4.2913625827887614e-05,-0.0002844849368557334,-3.1058143576956354e-06,-4.361329398984507e-06,-5.666510033497247e-08,-0.00134277459558194,-0.09403915810559618
96,0.011536738676622277,0.489166829834177,0.9999968726620607,-4.51470003168054e-07,-0.00012832800519102324,-4.152140994810571e-05,-0.0002748411789070815,-2.9812629236403154e-06,-4.303932950667366e-06,-4.0608767088519627e-08,-0.0012670451662125809,-0.09448920512160741
97,0.011929657941958938,0.48928870135479574,0.9999968906129884,-4.801700362719569e-07,-9.604447797335137e-05,-4.01089076401048e-05,-0.00026839273050427437,-2.8613162612600718e-06,-4.238033373706229e-06,-2.747239125323127e-08,-0.0011917680104737312,-0.09487101453242387
98,0.01233854711747219,0.48939813727329373,0.9999969099385951,-5.085522273232407e-07,-6.91150551084789e-05,-3.867892724210101e-05,-0.00026503618573769927,-2.7297689939587144e-06,-4.163805974147442e-06,-1.709755524764232e-08,-0.0011171276408298153,-0.09518413798048014
99,0.012764041081075591,0.48949567109776354,0.9999969305033318,-5.364991996997775e-07,-4.765270004839241e-05,-3.723422318238521e-05,-0.0002646232023835182,-2.599118488433305e-06,-4.081416209059477e-06,-9.324480939381985e-09,-0.0010433083311910877,-0.09542831447663161
100,0.013206794134563868,0.48958203335243394,0.9999969521833767,-5.639591403900075e-07,-3.1752016787725e-05,-3.5778242578389005e-05,-0.00026698512374423444,-2.4590663088019937e-06,-3.991121438078098e-06,-3.992214515857658e-09,-0.000970518632443159,-0.09560348496378226
101,0.013667491216865236,0.489658138661326,0.9999969748718536,-5.908985509203202e-07,-2.148562014315131e-05,-3.431469860186844e-05,-0.00027192156994715333,-2.3140264602261595e-06,-3.893214118353364e-06,-9.387330700290714e-10,-0.0008989772386471952,-0.09570980971976582
102,0.014146842317688481,0.48972513026582665,0.9999969984820294,-6.173363929428753e-07,-1.6899198772506757e-05,-3.284763993287504e-05,-0.0002792055020108819,-2.1708899566874607e-06,-3.788033842406042e-06,-1.1075712911408676e-12,-0.0008289128124032657,-0.09574768484435274
